"Kod";"Nazwa";"Rodzaje chorób";"Wiek";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
2800000;"WARMIŃSKO-MAZURSKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2005";45;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2006";29;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2007";30;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2008";29;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2009";36;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2010";41;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2011";27;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2012";30;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2013";20;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2014";26;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2015";26;"osoba";"";
2800000;"WARMIŃSKO-MAZURSKIE";"gruźlica potwierdzona bakteriologicznie";"65 i więcej";"2016";29;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"ogółem";"1999";730;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"ogółem";"2000";766;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"ogółem";"2001";614;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"ogółem";"2002";622;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"ogółem";"2003";567;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"ogółem";"2004";488;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"ogółem";"2005";471;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"ogółem";"2006";371;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"ogółem";"2007";528;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"ogółem";"2008";562;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"ogółem";"2009";462;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"ogółem";"2010";441;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"ogółem";"2011";437;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"ogółem";"2012";377;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"ogółem";"2013";343;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"ogółem";"2014";321;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"ogółem";"2015";289;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"ogółem";"2016";281;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"0-14";"1999";7;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"0-14";"2000";7;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"0-14";"2001";3;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"0-14";"2002";12;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"0-14";"2003";8;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"0-14";"2004";9;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"0-14";"2005";4;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"0-14";"2006";4;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"0-14";"2007";5;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"0-14";"2008";10;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"0-14";"2009";4;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"0-14";"2010";2;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"0-14";"2011";5;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"0-14";"2012";2;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"0-14";"2013";3;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"0-14";"2014";4;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"0-14";"2015";1;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"0-14";"2016";0;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"15-19";"1999";20;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"15-19";"2000";12;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"15-19";"2001";13;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"15-19";"2002";22;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"15-19";"2003";9;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"15-19";"2004";3;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"15-19";"2005";8;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"15-19";"2006";13;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"15-19";"2007";14;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"15-19";"2008";8;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"15-19";"2009";7;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"15-19";"2010";4;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"15-19";"2011";2;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"15-19";"2012";7;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"15-19";"2013";8;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"15-19";"2014";7;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"15-19";"2015";4;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"15-19";"2016";1;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"20-44";"1999";241;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"20-44";"2000";261;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"20-44";"2001";222;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"20-44";"2002";197;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"20-44";"2003";206;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"20-44";"2004";153;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"20-44";"2005";146;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"20-44";"2006";123;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"20-44";"2007";165;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"20-44";"2008";153;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"20-44";"2009";127;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"20-44";"2010";120;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"20-44";"2011";100;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"20-44";"2012";107;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"20-44";"2013";82;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"20-44";"2014";89;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"20-44";"2015";86;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"20-44";"2016";90;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"45-64";"1999";302;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"45-64";"2000";301;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"45-64";"2001";245;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"45-64";"2002";258;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"45-64";"2003";223;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"45-64";"2004";207;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"45-64";"2005";205;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"45-64";"2006";154;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"45-64";"2007";226;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"45-64";"2008";258;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"45-64";"2009";203;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"45-64";"2010";210;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"45-64";"2011";213;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"45-64";"2012";173;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"45-64";"2013";174;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"45-64";"2014";145;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"45-64";"2015";146;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"45-64";"2016";140;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"65 i więcej";"1999";160;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"65 i więcej";"2000";185;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"65 i więcej";"2001";131;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"65 i więcej";"2002";133;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"65 i więcej";"2003";121;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"65 i więcej";"2004";116;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"65 i więcej";"2005";108;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"65 i więcej";"2006";77;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"65 i więcej";"2007";118;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"65 i więcej";"2008";133;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"65 i więcej";"2009";121;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"65 i więcej";"2010";105;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"65 i więcej";"2011";117;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"65 i więcej";"2012";88;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"65 i więcej";"2013";76;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"65 i więcej";"2014";76;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"65 i więcej";"2015";52;"osoba";"";
3000000;"WIELKOPOLSKIE";"ogółem";"65 i więcej";"2016";50;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"ogółem";"1999";703;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"ogółem";"2000";732;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"ogółem";"2001";570;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"ogółem";"2002";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"ogółem";"2003";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"ogółem";"2004";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"ogółem";"2005";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"ogółem";"2006";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"ogółem";"2007";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"ogółem";"2008";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"ogółem";"2009";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"ogółem";"2010";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"ogółem";"2011";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"ogółem";"2012";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"ogółem";"2013";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"ogółem";"2014";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"ogółem";"2015";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"ogółem";"2016";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"0-14";"1999";7;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"0-14";"2000";2;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"0-14";"2001";2;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"0-14";"2002";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"0-14";"2003";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"0-14";"2004";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"0-14";"2005";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"0-14";"2006";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"0-14";"2007";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"0-14";"2008";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"0-14";"2009";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"0-14";"2010";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"0-14";"2011";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"0-14";"2012";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"0-14";"2013";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"0-14";"2014";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"0-14";"2015";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"0-14";"2016";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"15-19";"1999";19;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"15-19";"2000";10;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"15-19";"2001";12;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"15-19";"2002";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"15-19";"2003";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"15-19";"2004";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"15-19";"2005";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"15-19";"2006";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"15-19";"2007";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"15-19";"2008";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"15-19";"2009";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"15-19";"2010";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"15-19";"2011";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"15-19";"2012";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"15-19";"2013";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"15-19";"2014";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"15-19";"2015";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"15-19";"2016";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"20-44";"1999";236;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"20-44";"2000";257;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"20-44";"2001";216;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"20-44";"2002";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"20-44";"2003";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"20-44";"2004";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"20-44";"2005";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"20-44";"2006";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"20-44";"2007";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"20-44";"2008";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"20-44";"2009";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"20-44";"2010";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"20-44";"2011";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"20-44";"2012";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"20-44";"2013";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"20-44";"2014";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"20-44";"2015";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"20-44";"2016";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"45-64";"1999";288;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"45-64";"2000";288;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"45-64";"2001";220;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"45-64";"2002";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"45-64";"2003";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"45-64";"2004";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"45-64";"2005";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"45-64";"2006";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"45-64";"2007";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"45-64";"2008";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"45-64";"2009";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"45-64";"2010";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"45-64";"2011";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"45-64";"2012";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"45-64";"2013";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"45-64";"2014";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"45-64";"2015";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"45-64";"2016";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"65 i więcej";"1999";153;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"65 i więcej";"2000";175;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"65 i więcej";"2001";120;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"65 i więcej";"2002";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"65 i więcej";"2003";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"65 i więcej";"2004";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"65 i więcej";"2005";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"65 i więcej";"2006";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"65 i więcej";"2007";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"65 i więcej";"2008";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"65 i więcej";"2009";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"65 i więcej";"2010";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"65 i więcej";"2011";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"65 i więcej";"2012";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"65 i więcej";"2013";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"65 i więcej";"2014";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"65 i więcej";"2015";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica układu oddechowego";"65 i więcej";"2016";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"ogółem";"1999";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"ogółem";"2000";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"ogółem";"2001";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"ogółem";"2002";556;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"ogółem";"2003";525;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"ogółem";"2004";445;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"ogółem";"2005";424;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"ogółem";"2006";340;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"ogółem";"2007";494;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"ogółem";"2008";527;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"ogółem";"2009";439;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"ogółem";"2010";406;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"ogółem";"2011";405;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"ogółem";"2012";355;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"ogółem";"2013";327;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"ogółem";"2014";295;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"ogółem";"2015";278;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"ogółem";"2016";271;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"0-14";"1999";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"0-14";"2000";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"0-14";"2001";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"0-14";"2002";7;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"0-14";"2003";1;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"0-14";"2004";1;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"0-14";"2005";1;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"0-14";"2006";2;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"0-14";"2007";4;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"0-14";"2008";9;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"0-14";"2009";3;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"0-14";"2010";1;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"0-14";"2011";1;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"0-14";"2012";0;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"0-14";"2013";2;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"0-14";"2014";3;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"0-14";"2015";1;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"0-14";"2016";0;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"15-19";"1999";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"15-19";"2000";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"15-19";"2001";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"15-19";"2002";18;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"15-19";"2003";7;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"15-19";"2004";3;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"15-19";"2005";6;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"15-19";"2006";13;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"15-19";"2007";13;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"15-19";"2008";7;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"15-19";"2009";6;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"15-19";"2010";4;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"15-19";"2011";1;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"15-19";"2012";6;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"15-19";"2013";7;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"15-19";"2014";7;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"15-19";"2015";2;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"15-19";"2016";1;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"20-44";"1999";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"20-44";"2000";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"20-44";"2001";;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"20-44";"2002";182;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"20-44";"2003";191;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"20-44";"2004";140;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"20-44";"2005";131;"osoba";"";
3000000;"WIELKOPOLSKIE";"gruźlica płuc";"20-44";"2006";115;"osoba";"";
